Student Name,Student ID,Major,Most Consistent Payment Day
Laura Ramirez,SID66190,Art,16
Brett Maxwell,SID66191,History,24
Michael Shah,SID66192,Medicine,27
Susan Schaefer,SID66193,Mathematics,4
Tiffany Wood,SID66194,Physics,13
Theresa Romero,SID66195,Literature,27
Wanda Bowen,SID66196,Philosophy,15
Joy King,SID66197,Economics,7
Stephen Diaz,SID66198,Medicine,7
Joseph Turner,SID66199,Economics,22
Joshua Warren,SID66200,Literature,3
Jasmin Richmond,SID66201,Psychology,28
Cynthia Bass,SID66202,Medicine,8
Justin Henry,SID66203,Computer Science,8
Malik Wheeler,SID66204,Computer Science,26
Riley Fox,SID66205,Economics,1
Tanya Smith,SID66206,Biology,24
Carl Meyer,SID66207,Engineering,9
Maureen Johnson,SID66208,Computer Science,6
Donna Jackson,SID66209,Physics,27
Amanda Parker,SID66210,Art,8
Derek Gray,SID66211,Psychology,26
Charles Edwards,SID66212,Medicine,20
Destiny Chambers,SID66213,Psychology,4
Mary Villegas,SID66214,Medicine,8
Zachary Hall,SID66215,Physics,10
Stacey Gutierrez,SID66216,Biology,14
Amanda Oliver,SID66217,Biology,21
Jacob King,SID66218,Philosophy,19
Ashley Jones,SID66219,Psychology,5
Mark Lane,SID66220,Engineering,28
Brett Davis,SID66221,Computer Science,20
Dr. Michael Navarro,SID66222,Biology,8
Troy Mitchell,SID66223,Physics,16
Kelly Brewer,SID66224,Philosophy,25
Angela Johnson,SID66225,Medicine,11
Sierra Morris,SID66226,Philosophy,2
Jennifer Watkins,SID66227,Physics,27
Sheryl Foster,SID66228,Literature,26
Mike Potter,SID66229,Economics,12
James Gregory,SID66230,Engineering,19
Billy Rosales,SID66231,Economics,27
Denise Thompson,SID66232,Philosophy,5
Tyler Harper,SID66233,Physics,21
Cheryl Lewis,SID66234,Physics,27
Maria English,SID66235,Medicine,6
Mark Herrera,SID66236,Mathematics,18
Jeffrey Smith,SID66237,Philosophy,23
Sarah Higgins,SID66238,Economics,15
Christopher Dodson,SID66239,Engineering,27
Brandon Thomas,SID66240,Philosophy,14
Brandon Davis,SID66241,Medicine,28
Marie Green,SID66242,Computer Science,28
Cynthia Allen,SID66243,Computer Science,12
Michael Small,SID66244,History,4
Thomas Williams,SID66245,Computer Science,1
Taylor Johnson,SID66246,Psychology,24
John Thomas,SID66247,History,17
David Roberts,SID66248,Computer Science,16
William Hunt,SID66249,Engineering,16
Suzanne Sullivan,SID66250,Art,16
Daniel Torres,SID66251,Biology,7
Sarah Estrada,SID66252,Mathematics,21
Mark Williamson,SID66253,Art,2
Molly Rodriguez,SID66254,Medicine,4
Justin Rios,SID66255,Engineering,8
Tammy Richards,SID66256,Mathematics,17
Sydney Taylor,SID66257,Philosophy,28
Miranda Day,SID66258,Computer Science,5
Cassandra Torres,SID66259,Economics,11
Patricia Gibbs,SID66260,Computer Science,14
Steven Anderson,SID66261,Art,22
Ernest Forbes,SID66262,Psychology,16
Charles Bailey,SID66263,Engineering,18
Pamela Hughes,SID66264,Economics,17
Alexis Dominguez,SID66265,Computer Science,7
Wesley Aguilar,SID66266,Engineering,7
Nancy Foster,SID66267,Engineering,2
Elizabeth Garcia,SID66268,Engineering,10
Jennifer Clark,SID66269,Art,19
Vincent Walker,SID66270,Computer Science,27
Kurt Torres,SID66271,Biology,20
David Fuentes,SID66272,Computer Science,3
Anthony Jones,SID66273,Computer Science,13
Courtney Juarez,SID66274,Art,12
Sonia Henderson,SID66275,Psychology,1
Troy Andrews,SID66276,Mathematics,2
Karen Montgomery,SID66277,Psychology,21
Michelle Moyer,SID66278,Physics,25
Jacob Parker,SID66279,Mathematics,27
Jessica Smith,SID66280,Engineering,27
Ashley Coleman,SID66281,Biology,22
Shawn Hernandez,SID66282,Mathematics,5
Nancy Dennis,SID66283,Medicine,5
Peter Terry,SID66284,Medicine,20
Dustin Jennings,SID66285,Medicine,1
Kimberly Thompson,SID66286,Medicine,4
Seth Smith,SID66287,Literature,9
Todd Jackson,SID66288,Engineering,6
Brittany Johnson,SID66289,Physics,6
Gail Huffman,SID66290,Engineering,9
Christopher Wood,SID66291,Economics,11
David Garrison,SID66292,Mathematics,10
Steven Keith,SID66293,Art,11
Mr. Erik Rodriguez,SID66294,Art,12
Theodore Jimenez,SID66295,Economics,8
Michael Jones,SID66296,Economics,19
Cesar Bowman,SID66297,Computer Science,20
Jack Bryant,SID66298,Economics,22
Patricia Miller,SID66299,Economics,15
Philip Cooper,SID66300,Physics,23
Karen Moore,SID66301,Mathematics,7
Fred Campos,SID66302,Physics,23
John Morrison PhD,SID66303,Computer Science,25
Brandon Gonzalez,SID66304,Psychology,2
Shannon Hayes,SID66305,Art,19
William Garcia,SID66306,Mathematics,24
Andre Parker,SID66307,Computer Science,17
James Blankenship,SID66308,Medicine,5
Tiffany Atkins,SID66309,Computer Science,8
Jordan King,SID66310,Psychology,10
Howard Hunter,SID66311,Economics,25
Melinda Huang,SID66312,Philosophy,7
Jennifer Fox,SID66313,Mathematics,18
Adam Davis,SID66314,Economics,7
Laura Castro,SID66315,Psychology,20
John Washington,SID66316,History,2
Jordan Jones,SID66317,Art,10
Keith Duran,SID66318,Literature,13
Anthony Fox PhD,SID66319,Literature,26
Brian Sullivan,SID66320,Mathematics,8
Jesse Russell,SID66321,Literature,21
Kathryn Hardin,SID66322,Medicine,5
Eric Harrison,SID66323,Physics,11
Christian Willis,SID66324,Mathematics,3
Mary Calderon,SID66325,Computer Science,19
Jeffrey Rice,SID66326,Literature,25
Kimberly Mitchell,SID66327,Psychology,16
Alex Smith,SID66328,Engineering,20
Timothy Hill,SID66329,Psychology,20
Karen Gray,SID66330,Engineering,7
William Brown,SID66331,Economics,19
Elizabeth Garcia,SID66332,Medicine,12
James Lawson,SID66333,Art,27
Brandon Campbell,SID66334,Medicine,11
Courtney Singleton,SID66335,Engineering,10
Sandra Smith,SID66336,Biology,12
Edgar Abbott,SID66337,Psychology,5
Anthony Stewart,SID66338,Mathematics,2
Eugene Hartman,SID66339,Literature,21
Nicole Allen,SID66340,Medicine,25
Joel Johnston,SID66341,Psychology,12
Jonathan Jenkins,SID66342,Biology,12
Elizabeth Allen,SID66343,History,11
Molly Stanley,SID66344,Medicine,11
Michaela Robinson,SID66345,Economics,9
Brenda Taylor,SID66346,Economics,21
Michael Burton,SID66347,Engineering,25
William Stewart,SID66348,Art,24
Amber Nelson,SID66349,Mathematics,24
Brittany Griffin,SID66350,Philosophy,24
Timothy Butler,SID66351,Mathematics,3
Terri Fox,SID66352,Art,11
Katherine Henson,SID66353,Literature,18
Miranda Armstrong,SID66354,Philosophy,7
Gina Benton,SID66355,Mathematics,27
Michael Fletcher,SID66356,Physics,26
Angel Ramirez,SID66357,Medicine,16
Stephanie Hernandez,SID66358,Medicine,10
Tiffany May,SID66359,Medicine,27
Emily Liu,SID66360,Mathematics,1
Laura Crawford,SID66361,Mathematics,22
Scott Ramirez,SID66362,Philosophy,10
Rita Poole,SID66363,Engineering,3
Lauren West,SID66364,Literature,17
Jennifer Briggs,SID66365,Economics,25
Ian Bates,SID66366,Art,16
Barbara Morris,SID66367,Physics,18
John Collins,SID66368,Computer Science,21
Zachary Smith,SID66369,Computer Science,9
Guy Tucker,SID66370,Biology,17
Jamie Mann,SID66371,Philosophy,23
Evan Davis,SID66372,Mathematics,2
Keith Huerta,SID66373,Psychology,8
Wendy Clements,SID66374,History,12
Natasha Reed,SID66375,Engineering,25
Jennifer Schneider,SID66376,Literature,3
Mary Calhoun MD,SID66377,Medicine,14
Brian Horne,SID66378,Economics,14
Bruce Mitchell,SID66379,History,23
Robin Taylor,SID66380,Psychology,12
Vincent Oneill,SID66381,Philosophy,3
Stacey Logan,SID66382,Mathematics,20
Susan Foster,SID66383,Medicine,16
Sandra Rios,SID66384,Engineering,7
Karen Hill,SID66385,Philosophy,5
Samuel Lucas,SID66386,Biology,22
Nancy Lynch,SID66387,History,3
Charles Miller,SID66388,History,7
Debra Morgan MD,SID66389,Computer Science,3
Rachel Turner,SID66390,Biology,23
Ryan Brown,SID66391,Philosophy,28
Robert Solis,SID66392,Medicine,18
David Morgan,SID66393,History,25
Stephanie Decker,SID66394,Literature,21
Rebecca Gonzalez,SID66395,Literature,28
Thomas Little,SID66396,Art,23
John Moore,SID66397,Engineering,1
Jeffrey Weiss,SID66398,Computer Science,8
Donna Powell,SID66399,History,7
Courtney Velasquez,SID66400,Computer Science,17
Debbie Russell,SID66401,Economics,1
Candace Harrington,SID66402,Medicine,7
Lisa Brown,SID66403,Physics,16
Teresa Cooper,SID66404,Medicine,22
Nathaniel Wilkins,SID66405,Computer Science,18
Jonathan Mitchell,SID66406,Medicine,25
Laura Smith,SID66407,Biology,14
Mr. Jose Acosta,SID66408,History,27
Michelle Robinson,SID66409,Psychology,1
Matthew Murphy,SID66410,Art,17
Nicholas Shaw,SID66411,Economics,11
Robert Dixon MD,SID66412,Physics,25
Kenneth Cherry,SID66413,Engineering,15
Michelle Humphrey,SID66414,Biology,20
Kathryn Lloyd,SID66415,Art,3
Sean Wright,SID66416,Art,18
Brian Cobb,SID66417,Computer Science,22
Sheri Pugh,SID66418,Psychology,6
April Richardson,SID66419,Economics,14
Thomas Brown,SID66420,Biology,14
Angela Williams,SID66421,Engineering,13
Brandon Gutierrez,SID66422,Biology,11
Brianna Clark,SID66423,Engineering,4
Aaron Lopez DDS,SID66424,Mathematics,9
Tristan Buchanan,SID66425,Physics,2
Fernando Green,SID66426,Mathematics,20
Rachel Green,SID66427,Engineering,16
Tiffany Reed,SID66428,Biology,28
Christopher Nguyen,SID66429,Economics,4
Zachary Young,SID66430,Literature,9
Crystal Cook,SID66431,Physics,12
Lance Warner,SID66432,Literature,12
Lori Hughes,SID66433,Medicine,6
Karen Phillips,SID66434,Psychology,23
Nicholas Sanchez,SID66435,Philosophy,19
Brian Cervantes,SID66436,Psychology,26
Daniel Ali,SID66437,Literature,12
Stephen Bradford,SID66438,Mathematics,28
Emily Lucas,SID66439,Mathematics,1
Gavin White,SID66440,Biology,14
David Levine,SID66441,Computer Science,11
Chad Franco,SID66442,Philosophy,28
Jessica Alvarado,SID66443,Economics,11
Jared Kelly,SID66444,Economics,21
Donna Walton,SID66445,Philosophy,2
Lauren Estrada,SID66446,Biology,13
Kristopher Walsh,SID66447,Engineering,17
Geoffrey Manning,SID66448,Art,25
Lawrence White,SID66449,Art,8
Jennifer Armstrong,SID66450,Psychology,6
Sherry Cox,SID66451,Economics,17
Angela Archer,SID66452,Art,5
Justin Newman,SID66453,Engineering,22
Jimmy Daugherty,SID66454,Psychology,10
Regina Patterson,SID66455,Philosophy,9
Ronnie Proctor,SID66456,Literature,13
Thomas Freeman,SID66457,Mathematics,22
Joshua Bass,SID66458,Economics,7
Joseph Warren,SID66459,Biology,24
Ronald Ramirez DVM,SID66460,Art,6
Autumn Valdez,SID66461,Medicine,28
Tony Nguyen,SID66462,Psychology,18
Marcia Carlson,SID66463,History,20
Paula Torres,SID66464,Philosophy,8
Marc Smith,SID66465,Literature,26
Gabrielle Armstrong,SID66466,Biology,7
Nancy Jones,SID66467,Computer Science,6
Tracy Patrick,SID66468,Engineering,28
John Ward,SID66469,Engineering,4
Krista Wolf,SID66470,Philosophy,3
Joseph Ward,SID66471,Mathematics,1
Johnny Garcia,SID66472,Physics,11
Jason Davis,SID66473,Medicine,26
Daryl Morgan,SID66474,Literature,1
Kelly Hart,SID66475,Biology,16
Amy Miller,SID66476,Physics,14
Miranda Garcia,SID66477,Psychology,27
Michelle Morgan,SID66478,Philosophy,5
Emily Adams,SID66479,Economics,21
Carrie Mccoy,SID66480,Biology,24
Karen Morris,SID66481,Biology,27
Jennifer Lopez,SID66482,Physics,13
Michael Andrews,SID66483,Literature,5
Zachary Winters,SID66484,Psychology,16
Joseph Diaz,SID66485,Physics,26
David Watkins,SID66486,Art,2
Nicole Clark,SID66487,Physics,5
Alexander Harris,SID66488,Biology,19
Matthew Ward,SID66489,Philosophy,16
Charles Brown,SID66490,Literature,2
Mary Ortiz,SID66491,Biology,1
Keith Porter,SID66492,Biology,16
Kristen Brewer,SID66493,Mathematics,28
Ronnie Delacruz Jr.,SID66494,Art,2
Shannon Rivas,SID66495,Art,8
Patrick Hunter,SID66496,Art,2
Sharon Powers,SID66497,History,8
Hailey Romero,SID66498,Psychology,15
Evelyn Rodriguez,SID66499,Engineering,20
Barbara Allen,SID66500,Physics,3
Bonnie Wright,SID66501,Psychology,5
Terry Gonzalez,SID66502,History,6
Emily Johnson,SID66503,History,14
Robin Henderson,SID66504,Engineering,8
Alexander Brown,SID66505,Economics,18
Jacob Gray,SID66506,Literature,13
Kathryn Murphy,SID66507,Art,1
Carlos Schroeder,SID66508,Medicine,23
Nancy Green,SID66509,Computer Science,20
Jessica Jordan,SID66510,Literature,23
Kathy Mccormick,SID66511,Biology,27
Jessica Lam,SID66512,Literature,12
Anthony Doyle,SID66513,Art,17
Clarence Mcclure,SID66514,Engineering,5
Haley Reid,SID66515,Art,10
Andrew Davies,SID66516,Medicine,19
Andrew Hood,SID66517,Computer Science,14
Catherine Blake,SID66518,Literature,8
Robert Hayes,SID66519,Mathematics,28
Joanna Smith,SID66520,Medicine,7
Jennifer Spencer,SID66521,Biology,6
Brian Hamilton,SID66522,Psychology,16
Amy Reilly,SID66523,Biology,13
Michele Henry,SID66524,Literature,6
Kaitlyn Floyd,SID66525,Economics,27
Lindsey Sweeney,SID66526,Economics,6
Matthew Thomas,SID66527,Biology,8
Karen Crawford,SID66528,Literature,11
Mrs. Amy Cooper,SID66529,Art,1
David Rodriguez,SID66530,Computer Science,1
Jackson Thomas,SID66531,Engineering,19
Jennifer Lane,SID66532,Medicine,21
Tyler Hubbard,SID66533,Physics,26
Andre Kennedy,SID66534,Medicine,17
Nicole Day,SID66535,Computer Science,1
Lorraine Clark,SID66536,History,8
Natalie Gonzalez,SID66537,Psychology,18
Justin Mcneil,SID66538,Medicine,6
Mrs. Angel Chavez,SID66539,Economics,8
Paul Carr,SID66540,Medicine,20
Elizabeth Reese,SID66541,Mathematics,21
Jennifer Joseph,SID66542,Economics,5
Todd Benjamin,SID66543,Art,7
Luke Wong,SID66544,Economics,27
Tyler Gutierrez,SID66545,Literature,5
Mr. Carlos Graham,SID66546,Engineering,16
Gabrielle Rogers,SID66547,Psychology,7
Zachary Galloway,SID66548,Literature,9
Eric Hernandez,SID66549,Art,2
Michael Howell,SID66550,Economics,21
Anna Arnold,SID66551,Medicine,3
Jesse Holloway,SID66552,Medicine,3
Joshua Davidson,SID66553,Biology,4
Mary Bennett,SID66554,Biology,10
Jeanette Mejia,SID66555,Physics,23
Billy Wood,SID66556,Engineering,16
Mary Lewis,SID66557,Engineering,21
Brittney Watkins,SID66558,Biology,26
Anna Myers,SID66559,Economics,1
Jonathan Rasmussen,SID66560,History,25
Olivia Anderson DVM,SID66561,Physics,28
Sandy Rowe,SID66562,Art,19
Morgan Perez,SID66563,Physics,22
Jacob Baker,SID66564,Medicine,27
Timothy Gray,SID66565,Physics,25
Robert Rivera,SID66566,Physics,20
Alyssa Boyle,SID66567,Philosophy,21
Angela Taylor,SID66568,Physics,24
James Nash,SID66569,Medicine,11
Brooke Delgado,SID66570,Medicine,25
Nicholas Kemp,SID66571,Mathematics,14
Kim Sanchez,SID66572,Medicine,3
Andrew Moore,SID66573,Medicine,11
Stephen White,SID66574,History,8
Kevin Cochran,SID66575,Engineering,12
Laura Hernandez,SID66576,Literature,6
Christopher Walker,SID66577,Psychology,24
Megan Cochran,SID66578,Art,13
Jason Thomas,SID66579,Philosophy,26
Kimberly Copeland,SID66580,Economics,14
Nicole Wallace,SID66581,Art,10
Aaron Parker,SID66582,Physics,1
Cindy Brown,SID66583,Economics,14
Michael Jones,SID66584,Art,21
James Harris,SID66585,Literature,26
Alfred Long,SID66586,Medicine,7
Mr. Matthew Ruiz,SID66587,Literature,14
Michelle Young,SID66588,Mathematics,22
Daniel Wise,SID66589,Art,21
Cassie Rangel DVM,SID66590,Psychology,19
Monica Bishop,SID66591,Philosophy,22
James Martinez,SID66592,Engineering,18
Paul Doyle,SID66593,Engineering,27
Anthony Rubio,SID66594,Engineering,9
Luke Roberts,SID66595,History,6
Thomas Rose,SID66596,Biology,25
Richard Fields,SID66597,Psychology,24
Jeremy Ortega,SID66598,History,8
Barbara Carroll,SID66599,Physics,14
Douglas Johnson,SID66600,Medicine,28
Catherine Fritz,SID66601,Computer Science,7
Mr. Scott West,SID66602,Literature,23
Jessica Bradley,SID66603,Literature,26
Gregory Lee,SID66604,Biology,24
Nicole Brown,SID66605,Computer Science,20
Daryl Marshall,SID66606,Philosophy,27
Willie Young,SID66607,Computer Science,27
Bianca Baker,SID66608,Philosophy,18
Kelly Johnson,SID66609,Computer Science,23
Richard Freeman,SID66610,Art,8
Katie Reed,SID66611,Psychology,26
Allison Romero,SID66612,Computer Science,20
Timothy Foster,SID66613,History,3
Steven Ward,SID66614,Computer Science,6
Tracey Russell,SID66615,Physics,4
Kerri Brown,SID66616,Mathematics,5
David Wilson,SID66617,Physics,28
Carlos Smith,SID66618,Physics,19
Allison Juarez,SID66619,Engineering,14
Wanda Robertson,SID66620,Biology,19
Theodore Jones,SID66621,Physics,5
Elizabeth Harris,SID66622,Medicine,11
Matthew Harris,SID66623,Philosophy,7
Samantha Jones,SID66624,Medicine,11
Holly Beck,SID66625,Mathematics,10
Daniel Hurley,SID66626,Psychology,26
Victoria Kim,SID66627,Mathematics,28
Justin Miller,SID66628,Economics,7
Gerald Perez,SID66629,Economics,25
Mary Sanchez,SID66630,Biology,11
James Smith,SID66631,Literature,2
Daniel Powell,SID66632,Mathematics,10
Kelly Kelly,SID66633,Computer Science,13
Tanya Martinez,SID66634,Engineering,10
Kevin Moore,SID66635,Literature,28
Kevin Young,SID66636,Art,4
Amy Kennedy,SID66637,Psychology,2
William Parker,SID66638,Biology,8
Edward Thompson,SID66639,Literature,28
Paul Martin,SID66640,Art,17
Monica Morales,SID66641,Art,11
Christopher Vasquez,SID66642,Medicine,4
Charles Watson,SID66643,Computer Science,15
James Anthony,SID66644,Psychology,16
Desiree Salinas,SID66645,Engineering,13
Andrew Moreno,SID66646,History,20
Jessica Hutchinson,SID66647,Medicine,1
Charles Burns,SID66648,Medicine,2
William Rodgers,SID66649,History,4
Virginia Turner,SID66650,Medicine,15
Courtney Jones,SID66651,Philosophy,9
Jeffrey Ross,SID66652,Art,5
Maureen Schneider,SID66653,Biology,2
Susan Moss,SID66654,Economics,25
James Lewis,SID66655,Physics,27
Mrs. Brianna Wright,SID66656,Mathematics,12
Amanda Ibarra,SID66657,Psychology,23
Lisa Schneider,SID66658,Philosophy,18
Andrew Hudson,SID66659,Art,26
Jamie Adams,SID66660,Biology,20
Samantha Moon,SID66661,Psychology,12
Derrick Lopez,SID66662,Engineering,25
David Lewis,SID66663,Literature,3
Nicholas May,SID66664,Biology,6
Lauren Williams,SID66665,Literature,28
Michelle Thomas,SID66666,Economics,28
Sheila Young,SID66667,History,4
Lisa Ray,SID66668,Computer Science,12
Andrea Murray,SID66669,Computer Science,10
Roy Rosales,SID66670,Biology,17
Thomas Bryan,SID66671,Economics,10
Mark Key,SID66672,Engineering,13
Javier Gill,SID66673,Computer Science,26
Brian Stewart,SID66674,Mathematics,16
Sabrina Long,SID66675,Economics,3
Randy Green,SID66676,Literature,23
Stephen Rivera,SID66677,Medicine,13
Margaret Perez,SID66678,Philosophy,10
Rebecca Cobb,SID66679,Economics,28
Michael Berry,SID66680,Economics,17
Monica Turner,SID66681,Engineering,5
Lori Valencia,SID66682,Engineering,8
Eric Jackson,SID66683,Medicine,8
Johnny Brown,SID66684,Economics,9
Brandon Harrison DDS,SID66685,Mathematics,3
Robert Herrera,SID66686,Literature,4
Travis Bates,SID66687,Mathematics,27
Debra Crawford,SID66688,Philosophy,16
Luis Le,SID66689,Art,11
Patricia Daniel,SID66690,Literature,4
Teresa Duncan,SID66691,Mathematics,8
Nicholas Bailey,SID66692,Computer Science,5
Julie Gray,SID66693,Art,25
Vanessa Fernandez,SID66694,History,27
Danielle Lambert,SID66695,Medicine,26
Joseph Schwartz,SID66696,Physics,27
Carolyn Knight,SID66697,Psychology,25
William Welch,SID66698,Engineering,12
Chelsea Lopez,SID66699,History,14
Ashley Ramirez,SID66700,Engineering,16
Taylor Lewis,SID66701,Medicine,9
Jeremy King,SID66702,Art,2
Brian Martin,SID66703,History,25
Jonathan Landry,SID66704,Physics,13
Anita Davis,SID66705,Medicine,12
Michelle Hart,SID66706,Economics,19
James Mason,SID66707,Literature,28
Deborah Smith,SID66708,Philosophy,2
Martin Allen,SID66709,Medicine,21
Michael Mitchell,SID66710,Economics,9
Andrew Martin,SID66711,Biology,10
Ashley Garcia,SID66712,History,8
William Preston,SID66713,Economics,10
Julie Gordon,SID66714,Biology,1
Russell Pierce,SID66715,Computer Science,3
Robert Rowland,SID66716,Medicine,2
Brian Morse,SID66717,Engineering,7
Jason Price,SID66718,Biology,26
Phillip Olson,SID66719,Physics,24
Michael Hamilton,SID66720,Mathematics,4
Erin Torres,SID66721,Psychology,20
Steven Watkins,SID66722,Medicine,6
Connie Beasley,SID66723,Engineering,18
Gregory Williams,SID66724,Mathematics,21
Danielle Martinez,SID66725,Literature,5
Danielle Lee,SID66726,Physics,17
Stacey Durham,SID66727,Economics,17
Vincent Johnson,SID66728,Physics,20
Troy Evans,SID66729,History,2
Erika Castillo,SID66730,Engineering,22
Steven Simon,SID66731,Physics,27
Brandon Spencer,SID66732,Psychology,6
Christopher Santos,SID66733,Philosophy,22
Megan Reyes,SID66734,Economics,8
Robert Hunt,SID66735,Medicine,4
Mary Hall,SID66736,Literature,19
Timothy Murphy,SID66737,Art,23
William Hale,SID66738,Engineering,26
Sarah Powell,SID66739,Biology,17
Sarah Reynolds,SID66740,Economics,28
John Knapp,SID66741,Medicine,1
Darrell Phillips,SID66742,Physics,6
Joe Morrison,SID66743,Economics,14
Adam Phillips,SID66744,Computer Science,6
Eric Davis,SID66745,History,22
Ashley Armstrong,SID66746,History,16
Tammie Nelson,SID66747,Mathematics,1
Erika Alvarado,SID66748,Economics,12
Dustin Jones,SID66749,Physics,20
Brad Taylor,SID66750,Art,16
Cory Fitzpatrick,SID66751,Engineering,20
Andrea Adams,SID66752,Literature,11
Jill Graves,SID66753,Engineering,26
Toni Neal,SID66754,Mathematics,16
Marco Green,SID66755,Psychology,1
Christopher Martinez,SID66756,Mathematics,9
Daniel Macias,SID66757,Psychology,11
Robert Mitchell,SID66758,Physics,7
Erin Hines,SID66759,Physics,6
David Howe,SID66760,Physics,5
Joanna Briggs,SID66761,Physics,12
Jason Parsons,SID66762,Art,16
Emily Miller,SID66763,Philosophy,15
Gerald Watkins,SID66764,History,6
Kimberly Zuniga,SID66765,Philosophy,21
Nicholas Norman,SID66766,Literature,12
Michael Pierce,SID66767,Computer Science,17
Lori Anderson,SID66768,Computer Science,7
Bradley Hudson,SID66769,Medicine,12
Shirley Smith,SID66770,Medicine,12
Amy Velazquez,SID66771,History,7
Brian Sanchez,SID66772,Art,10
Jessica Blake,SID66773,Psychology,7
Mindy Robertson,SID66774,Computer Science,6
Linda Nguyen,SID66775,Mathematics,8
Robert Morris,SID66776,Philosophy,18
Lisa Cowan,SID66777,Art,12
Jacob Gonzalez,SID66778,Mathematics,4
Jeffrey Sherman,SID66779,Biology,20
Tracy Jackson,SID66780,Economics,3
James Roberts,SID66781,History,22
Jenny Hughes,SID66782,History,19
Joshua Williams,SID66783,Computer Science,14
Nathan Harrison,SID66784,Engineering,12
Martin Davis,SID66785,History,4
Matthew Rodriguez,SID66786,Engineering,10
Albert Perez,SID66787,Philosophy,16
Catherine Johnson,SID66788,Engineering,9
Lauren Dunn,SID66789,Computer Science,3
Robert Wiley,SID66790,Physics,19
Jennifer Adams,SID66791,Engineering,13
Stacey Gonzales,SID66792,Medicine,9
Marcus Mason,SID66793,Economics,8
Barbara Duncan,SID66794,Philosophy,1
Mrs. Elizabeth Hernandez,SID66795,Economics,6
Wendy Douglas,SID66796,Physics,7
David Mclaughlin,SID66797,Computer Science,7
Scott Lewis,SID66798,Biology,22
Katelyn Gordon,SID66799,Engineering,7
Robert Hamilton,SID66800,Biology,1
Richard Wells,SID66801,Physics,28
Colton Williams MD,SID66802,Economics,6
Michael Thompson,SID66803,Economics,11
Christian Price,SID66804,Computer Science,7
Gerald Becker,SID66805,Literature,15
Jodi Lopez,SID66806,Engineering,20
Tammy Yates,SID66807,Mathematics,10
Scott Becker,SID66808,Medicine,21
Robert Weiss,SID66809,Computer Science,20
Erin Vasquez,SID66810,Physics,11
Angel Skinner,SID66811,Mathematics,7
Erin Anderson,SID66812,Physics,18
Kimberly Palmer,SID66813,Literature,14
Andrea Johnson,SID66814,Economics,2
Frank Yates,SID66815,Mathematics,24
Lisa Robertson,SID66816,Psychology,19
Christina Carney,SID66817,Economics,21
Jennifer Cooke,SID66818,Art,3
Veronica Reyes,SID66819,Biology,21
Michelle Cisneros,SID66820,Psychology,15
Laura Davidson,SID66821,Computer Science,16
Monica Mcdaniel,SID66822,Medicine,6
Alexander Rice,SID66823,Medicine,5
Lisa David,SID66824,Art,9
Sean Finley,SID66825,Computer Science,7
Christopher Tucker,SID66826,Medicine,20
Amy Bauer,SID66827,Mathematics,3
Andrew Harris,SID66828,Biology,12
Courtney Long,SID66829,Physics,13
Shawn Fowler,SID66830,Art,10
Mr. Douglas Dixon DVM,SID66831,Psychology,10
Brandon Franklin,SID66832,Art,26
Angela Carey,SID66833,Physics,21
Melissa Kelly DVM,SID66834,Computer Science,17
Paige Torres,SID66835,Mathematics,5
Thomas Lowe,SID66836,Economics,6
Jeremiah Wyatt,SID66837,Engineering,12
George Harper,SID66838,Art,8
Joseph Lopez,SID66839,Computer Science,27
Laura Webb,SID66840,Medicine,4
Shelly Ferguson,SID66841,Mathematics,17
Michelle Torres,SID66842,Literature,24
Anthony Turner,SID66843,Philosophy,1
Lawrence Hale,SID66844,Physics,26
Natalie Peterson,SID66845,Economics,22
Lindsay Fisher,SID66846,Physics,8
Patricia Shepherd,SID66847,Physics,7
Ashley Reid,SID66848,Engineering,18
Nicole Scott,SID66849,Physics,17
Erica Scott,SID66850,Physics,8
James Kelly,SID66851,Psychology,19
Craig Sullivan,SID66852,Medicine,24
Kelsey Lane,SID66853,Art,24
Douglas Davis,SID66854,Psychology,1
Lynn Anderson,SID66855,Art,9
Ryan Woods,SID66856,Philosophy,16
Diana Hernandez,SID66857,Computer Science,3
Diana Simpson,SID66858,Art,16
Brian Rubio,SID66859,Biology,16
Lindsay Hess,SID66860,Medicine,5
Javier Cooper,SID66861,Art,20
George Carter,SID66862,Engineering,16
Donald Dean,SID66863,Computer Science,8
Christine Vasquez,SID66864,Art,24
Matthew Lynch,SID66865,History,5
Kevin Wilson,SID66866,Literature,13
William Richards,SID66867,Art,5
Kelly Kelly,SID66868,Mathematics,22
Nancy Garza,SID66869,Physics,19
Sarah Sweeney,SID66870,Mathematics,13
April Ramirez,SID66871,Engineering,8
Matthew Proctor,SID66872,Economics,7
Tracey Green,SID66873,Literature,6
John Norman,SID66874,Medicine,22
Tina Johnson,SID66875,Literature,27
Jasmine Baker,SID66876,Psychology,20
Michael Mason,SID66877,Philosophy,23
Donald Davis,SID66878,Medicine,2
Julie Williams,SID66879,Biology,5
Rodney Henry,SID66880,Literature,10
Jason Gray,SID66881,Psychology,25
Alexandra Rivera,SID66882,Art,16
Daniel Patterson,SID66883,Biology,7
Kimberly Ross,SID66884,History,17
Carmen Mills,SID66885,Literature,28
Jared Stevenson MD,SID66886,Mathematics,9
Taylor Peters MD,SID66887,Biology,23
John Ramirez,SID66888,Biology,17
Aaron Davis,SID66889,Physics,26
Eric Thomas,SID66890,Physics,5
